Run_ID,Community
Liu_NatMed_2019-p158-ar-00561,0
Liu_NatMed_2019-p159-ar-00565,0
Liu_NatMed_2019-p165-ar-00569,0
Liu_NatMed_2019-p169-ar-00572,0
Liu_NatMed_2019-p170-ar-00549,0
Liu_NatMed_2019-p172-ar-99987,0
Liu_NatMed_2019-p173-ar-00015,0
Liu_NatMed_2019-p179-ar-00570,0
Liu_NatMed_2019-p183-ar-00011,0
Liu_NatMed_2019-p187-ar-99988,0
Liu_NatMed_2019-p188-ar-99976,0
Liu_NatMed_2019-p189-ar-99982,0
Liu_NatMed_2019-p192-ar-00591,0
Liu_NatMed_2019-p193-ar-00002,0
Liu_NatMed_2019-p200-ar-00009,0
Liu_NatMed_2019-p201-ar-00592,0
Liu_NatMed_2019-p203-ar-99990,0
Liu_NatMed_2019-p204-ar-00589,0
Liu_NatMed_2019-p205-ar-00013,0
Liu_NatMed_2019-p206-ar-00585,0
